customer_id,type_of_client,total_ytd_order,total_quantity,avg_quantity,total_order_amount_ytd,avg_total_order_amount_ytd,completed_years_of_education,education_over_age,loyalty,YTD_amount_negative,total_order_amount_Q1,total_order_amount_Q2,total_order_amount_Q3,total_order_amount_Q4,Q4_amount_negative,sex,marital_status,employment_type,occupation,country_of_origins,age,education,completed_years_of_education,marital_status,relationship_in_household,race
332443786,NULL,13,7044,541.8462,13698.40,1053.723077,13,4.9712,7,1,15160.90,-1462.50,0.00,0.00,1,1,0,Private,Sales,United-States,34,Bachelors,13,Separated,Not-in-family,White
333742184,Personal,44,333,7.5682,280.40,6.372727,8,18.5284,29,1,231.78,0.00,27.50,21.12,1,0,0,Private,Prof-specialty,Thailand,19,12th,8,Never-married,Not-in-family,Asian-Pac-Islander
336935959,NULL,9,26,2.8889,136.10,15.122222,9,1.8000,6,1,54.65,81.45,0.00,0.00,1,1,0,Private,Other-service,United-States,45,HS-grad,9,Divorced,Not-in-family,White
340351074,NULL,28,105,3.7500,397.35,14.191071,13,11.7432,20,1,0.00,397.35,0.00,0.00,1,1,1,Private,Tech-support,United-States,31,Bachelors,13,Married-civ-spouse,Husband,Asian-Pac-Islander
341051798,NULL,9,22,2.4444,110.80,12.311111,7,3.5001,2,1,0.00,0.00,122.75,-11.95,0,1,0,Private,Other-service,United-States,18,11th,7,Never-married,Own-child,White
341535590,Personal,63,144,2.2857,357.57,5.675714,9,15.3216,0,1,0.00,0.00,0.00,357.57,1,1,1,Private,Craft-repair,United-States,37,HS-grad,9,Married-civ-spouse,Husband,White
342190229,NULL,111,367,3.3063,1085.73,9.781351,6,9.5127,25,1,641.41,444.32,0.00,0.00,1,1,0,Private,Craft-repair,United-States,70,10th,6,Widowed,Unmarried,White
345911439,Wholesaler,115,448,3.8957,966.34,8.402957,14,23.3335,22,1,230.13,141.64,0.00,594.57,1,1,1,State-gov,Prof-specialty,United-States,69,Masters,14,Married-civ-spouse,Husband,White
346454090,Wholesaler,127,178,1.4016,336.17,2.647008,16,45.1612,0,1,0.00,0.00,0.00,336.17,1,1,0,Private,Prof-specialty,United-States,45,Doctorate,16,Divorced,Not-in-family,White
346811829,NULL,174,1060,6.0920,1128.19,6.483851,13,51.4170,25,1,165.80,260.44,224.16,477.79,1,1,0,Private,Other-service,United-States,44,Bachelors,13,Never-married,Not-in-family,White
347492121,Wholesaler,217,721,3.3226,2680.68,12.353364,13,72.3261,21,1,953.15,352.51,565.46,809.56,1,1,1,Self-emp-not-inc,Exec-managerial,United-States,39,Bachelors,13,Married-civ-spouse,Husband,White
350446574,NULL,149,520,3.4899,1386.95,9.308389,10,51.3752,14,1,281.15,593.72,181.73,330.35,1,0,0,Private,Other-service,United-States,29,Some-college,10,Never-married,Other-relative,White
351299271,Personal,5,8,1.6000,40.28,8.056000,14,1.6280,0,1,0.00,0.00,0.00,40.28,1,0,0,Private,Prof-specialty,United-States,43,Masters,14,Divorced,Unmarried,White
352467914,NULL,84,1423,16.9405,1097.50,13.065476,9,21.0000,2,1,0.00,0.00,827.63,269.87,1,1,1,State-gov,Exec-managerial,United-States,36,HS-grad,9,Married-civ-spouse,Husband,White
352735644,NULL,16,35,2.1875,80.45,5.028125,9,3.0640,19,1,0.00,9.90,0.00,70.55,1,1,1,Self-emp-inc,Prof-specialty,Germany,47,HS-grad,9,Married-civ-spouse,Husband,White
353134206,Wholesaler,480,2378,4.9542,5107.52,10.640667,2,20.8800,26,1,1058.12,1731.76,1857.25,460.39,1,0,0,Local-gov,Other-service,United-States,46,1st-4th,2,Never-married,Not-in-family,Amer-Indian-Eskimo
354005521,NULL,4,17,4.2500,75.85,18.962500,9,0.5716,0,1,75.85,0.00,0.00,0.00,1,1,1,Private,Prof-specialty,United-States,63,HS-grad,9,Married-civ-spouse,Husband,White
355325529,Personal,139,311,2.2374,992.65,7.141367,10,27.2579,18,1,287.65,160.67,254.56,289.77,1,1,1,Self-emp-not-inc,Craft-repair,United-States,51,Some-college,10,Married-civ-spouse,Husband,White
357401038,NULL,14,44,3.1429,276.79,19.770714,10,2.4556,0,1,0.00,0.00,276.79,0.00,1,1,1,Private,Exec-managerial,United-States,57,Some-college,10,Married-civ-spouse,Husband,White
358993569,Wholesaler,44,121,2.7500,403.92,9.180000,13,24.8688,14,1,0.00,-12.50,209.62,206.80,1,0,0,Private,Exec-managerial,United-States,23,Bachelors,13,Never-married,Own-child,White
359999331,NULL,6,17,2.8333,131.45,21.908333,9,1.6878,0,1,0.00,131.45,0.00,0.00,1,1,1,Private,Exec-managerial,Ireland,32,HS-grad,9,Married-civ-spouse,Husband,White
361393502,NULL,7,43,6.1429,309.05,44.150000,10,3.1815,0,1,0.00,0.00,309.05,0.00,1,0,0,Private,Adm-clerical,United-States,22,Some-college,10,Never-married,Not-in-family,White
362803511,NULL,5,10,2.0000,11.70,2.340000,10,1.7855,4,1,0.00,0.00,0.00,11.70,1,0,0,Private,Machine-op-inspct,United-States,28,Some-college,10,Divorced,Unmarried,White
363274102,NULL,38,91,2.3947,199.31,5.245000,12,8.7704,28,1,0.00,0.00,172.15,27.16,1,1,1,Private,Exec-managerial,United-States,52,Assoc-acdm,12,Married-civ-spouse,Husband,White
364226190,NULL,73,251,3.4384,1237.02,16.945479,9,19.9071,0,1,0.00,0.00,0.00,1237.02,1,0,0,Private,Other-service,United-States,33,HS-grad,9,Divorced,Unmarried,White
365051391,NULL,54,164,3.0370,585.04,10.834074,9,9.1692,14,1,0.00,185.78,244.21,155.05,1,1,1,Local-gov,Craft-repair,United-States,53,HS-grad,9,Married-civ-spouse,Husband,White
366578688,NULL,21,52,2.4762,191.06,9.098095,11,6.2433,4,1,191.06,0.00,0.00,0.00,1,1,1,Private,Exec-managerial,United-States,37,Assoc-voc,11,Married-civ-spouse,Husband,White
367887629,NULL,228,610,2.6754,1462.76,6.415614,14,51.4824,12,1,0.00,1244.52,0.00,218.24,1,1,1,Private,Prof-specialty,India,62,Masters,14,Married-civ-spouse,Husband,Asian-Pac-Islander
369268783,NULL,5,7,1.4000,23.25,4.650000,13,2.5000,0,1,0.00,0.00,0.00,23.25,1,1,1,Private,Tech-support,United-States,26,Bachelors,13,Married-civ-spouse,Husband,White
369706056,NULL,28,75,2.6786,162.00,5.785714,9,5.6000,0,1,0.00,162.00,0.00,0.00,1,1,1,Private,Transport-moving,United-States,45,HS-grad,9,Married-civ-spouse,Husband,White
370455335,NULL,2,0,0.0000,0.00,0.000000,12,1.1428,0,1,0.00,0.00,0.00,0.00,1,0,0,Private,Sales,United-States,21,Assoc-acdm,12,Never-married,Own-child,White
373270347,Personal,291,828,2.8454,1962.53,6.744089,9,74.8161,30,1,203.90,625.86,392.72,740.05,1,0,0,Private,Sales,United-States,35,HS-grad,9,Divorced,Not-in-family,White
373773962,NULL,144,470,3.2639,1378.81,9.575069,9,46.2816,11,1,0.00,0.00,623.25,755.56,1,1,1,Private,Craft-repair,United-States,28,HS-grad,9,Married-civ-spouse,Husband,White
373864346,NULL,56,242,4.4000,1064.00,19.345455,13,22.7528,18,1,258.45,294.98,256.17,254.40,1,1,1,Private,Craft-repair,United-States,32,Bachelors,13,Married-civ-spouse,Husband,White
374048068,NULL,66,206,3.1212,393.28,5.958788,10,11.7876,0,1,0.00,0.00,0.00,393.28,1,1,1,Private,Exec-managerial,United-States,56,Some-college,10,Married-civ-spouse,Husband,White
374738900,NULL,240,850,3.5417,2448.43,10.201792,10,96.0000,25,1,598.97,702.25,502.71,644.50,1,1,1,Private,Exec-managerial,United-States,25,Some-college,10,Married-civ-spouse,Husband,White
374880840,Wholesaler,16,58,3.6250,155.18,9.698750,9,3.3488,0,1,0.00,0.00,0.00,155.18,1,1,1,Local-gov,Transport-moving,United-States,43,HS-grad,9,Married-civ-spouse,Husband,White
376530984,NULL,66,256,3.8788,939.92,14.241212,9,9.9000,28,1,0.00,173.24,180.89,585.79,1,0,0,Private,Machine-op-inspct,United-States,60,HS-grad,9,Divorced,Not-in-family,White
377499890,NULL,16,7759,484.9375,4038.47,252.404375,13,3.5856,0,1,0.00,0.00,4038.47,0.00,1,1,1,Private,Prof-specialty,United-States,58,Bachelors,13,Married-civ-spouse,Husband,White
378930669,Wholesaler,86,189,2.1977,1220.56,14.192558,11,35.0364,26,1,-9.90,149.98,395.05,685.43,1,1,0,Private,Exec-managerial,United-States,27,Assoc-voc,11,Never-married,Own-child,White
380596811,NULL,6,3,0.5000,-20.65,-3.441667,9,1.5882,12,0,0.00,-41.30,0.00,20.65,1,1,1,Self-emp-not-inc,Craft-repair,United-States,34,HS-grad,9,Married-civ-spouse,Husband,White
380953312,NULL,43,113,2.6279,516.38,12.008837,10,15.3553,23,1,0.00,304.23,135.46,76.69,1,1,0,Private,Protective-serv,Honduras,28,Some-college,10,Never-married,Own-child,White
383112187,NULL,1,-2,-2.0000,-11.50,-11.500000,9,0.1552,0,0,0.00,0.00,0.00,-11.50,0,1,1,Private,Craft-repair,United-States,58,HS-grad,9,Married-civ-spouse,Husband,White
383661256,NULL,47,92,1.9574,208.89,4.444468,7,17.3148,18,1,0.00,0.00,208.89,0.00,1,1,0,Private,Sales,United-States,19,11th,7,Never-married,Own-child,White
384744467,NULL,23,341,14.8261,865.31,37.622174,9,4.4045,19,1,0.00,259.75,134.11,471.45,1,1,1,Self-emp-not-inc,Farming-fishing,United-States,47,HS-grad,9,Married-civ-spouse,Husband,White
385436796,Wholesaler,171,390,2.2807,788.12,4.608889,9,76.9500,27,1,133.55,163.32,87.26,403.99,1,1,0,Private,Prof-specialty,United-States,20,HS-grad,9,Never-married,Own-child,White
386266222,NULL,107,207,1.9346,630.84,5.895701,13,28.3871,19,1,253.65,246.64,0.00,130.55,1,0,0,Private,Other-service,Philippines,49,Bachelors,13,Never-married,Not-in-family,Asian-Pac-Islander
387233403,NULL,26,84,3.2308,243.28,9.356923,10,13.0000,4,1,0.00,183.86,59.42,0.00,1,1,0,Private,Other-service,United-States,20,Some-college,10,Never-married,Own-child,White
387441256,NULL,106,372,3.5094,1257.76,11.865660,9,50.2122,15,1,0.00,682.27,0.00,575.49,1,1,0,Private,Machine-op-inspct,United-States,19,HS-grad,9,Never-married,Own-child,White
388276268,NULL,88,527,5.9886,341.50,3.880682,16,21.0144,30,1,0.00,0.00,264.89,76.61,1,1,1,Private,Prof-specialty,Canada,67,Doctorate,16,Married-civ-spouse,Husband,White
389744261,Wholesaler,69,76,1.1014,395.90,5.737681,10,16.0494,25,1,0.00,274.93,0.00,120.97,1,1,1,Private,Transport-moving,United-States,43,Some-college,10,Married-civ-spouse,Husband,White
390597993,NULL,18,48,2.6667,97.10,5.394444,9,3.9510,2,1,0.00,38.60,58.50,0.00,1,0,0,Private,Prof-specialty,United-States,41,HS-grad,9,Divorced,Not-in-family,Black
390727564,NULL,93,130,1.3978,398.30,4.282796,14,28.9323,16,1,0.00,0.00,287.01,111.29,1,1,0,State-gov,Exec-managerial,United-States,45,Masters,14,Divorced,Not-in-family,White
391725858,NULL,19,258,13.5789,225.65,11.876316,13,6.8609,22,1,0.00,0.00,240.65,-15.00,0,1,0,Private,Sales,South,36,Bachelors,13,Never-married,Own-child,Asian-Pac-Islander
392095593,NULL,848,2539,2.9976,4149.04,4.898512,10,403.8176,24,1,376.72,1316.96,1154.32,1301.04,1,0,0,Private,Other-service,United-States,21,Some-college,10,Never-married,Not-in-family,White
392131079,NULL,25,48,1.9200,140.63,5.625200,9,4.4125,0,1,0.00,0.00,140.63,0.00,1,1,1,State-gov,Prof-specialty,United-States,51,HS-grad,9,Married-civ-spouse,Husband,White
392359637,NULL,52,223,4.2885,668.09,12.847885,10,12.6828,0,1,0.00,0.00,668.09,0.00,1,1,1,Self-emp-inc,Exec-managerial,United-States,41,Some-college,10,Married-civ-spouse,Husband,White
395817250,NULL,32,91,2.8438,250.25,7.820313,10,8.4224,0,1,0.00,250.25,0.00,0.00,1,1,1,Private,Other-service,United-States,38,Some-college,10,Married-civ-spouse,Husband,White
395882637,NULL,63,371,5.8889,753.56,11.961270,13,18.6165,26,1,0.00,0.00,392.89,360.67,1,1,1,Local-gov,Prof-specialty,United-States,44,Bachelors,13,Married-civ-spouse,Husband,White
396841830,NULL,12,42,3.5000,195.90,16.325000,13,3.3192,0,1,0.00,0.00,0.00,195.90,1,1,0,Private,Prof-specialty,United-States,47,Bachelors,13,Divorced,Not-in-family,White
397547658,NULL,102,233,2.2843,538.51,5.279510,13,21.0426,3,1,0.00,264.15,0.00,274.36,1,1,0,State-gov,Prof-specialty,United-States,63,Bachelors,13,Divorced,Not-in-family,White
399633153,NULL,19,47,2.4737,124.42,6.548421,10,7.9173,0,1,0.00,124.42,0.00,0.00,1,0,0,Private,Other-service,United-States,24,Some-college,10,Never-married,Own-child,White
401253181,NULL,92,-192,-2.0870,-49.60,-0.539130,9,15.9252,14,0,68.61,-6.54,84.39,-196.06,0,1,1,Self-emp-not-inc,Sales,United-States,52,HS-grad,9,Married-civ-spouse,Husband,White
403038034,NULL,32,232,7.2500,232.22,7.256875,4,2.4160,4,1,72.12,0.00,160.10,0.00,1,0,0,Private,Other-service,United-States,53,7th-8th,4,Widowed,Not-in-family,White
404222342,Wholesaler,11,33,3.0000,173.25,15.750000,13,2.5531,0,1,0.00,0.00,173.25,0.00,1,1,1,Self-emp-not-inc,Exec-managerial,United-States,56,Bachelors,13,Married-civ-spouse,Husband,White
404979592,NULL,63,188,2.9841,613.41,9.736667,9,9.7776,1,1,0.00,0.00,217.93,395.48,1,1,1,Private,Machine-op-inspct,United-States,58,HS-grad,9,Married-civ-spouse,Husband,White
405061387,NULL,14,18,1.2857,100.62,7.187143,10,4.1174,3,1,-45.20,145.82,0.00,0.00,1,1,1,Private,Craft-repair,United-States,34,Some-college,10,Married-civ-spouse,Husband,White
405086257,Wholesaler,17,45,2.6471,214.95,12.644118,13,7.3661,0,1,0.00,0.00,0.00,214.95,1,1,1,Private,Exec-managerial,United-States,30,Bachelors,13,Married-civ-spouse,Husband,White
406635813,NULL,26,41,1.5769,73.78,2.837692,9,8.3564,0,1,0.00,73.78,0.00,0.00,1,1,1,Private,Craft-repair,United-States,28,HS-grad,9,Married-civ-spouse,Husband,White
407318517,NULL,29,109,3.7586,266.04,9.173793,11,8.6217,19,1,0.00,283.04,-17.00,0.00,1,0,1,State-gov,Protective-serv,Germany,37,Assoc-voc,11,Married-spouse-absent,Own-child,White
408351283,NULL,24,44,1.8333,118.32,4.930000,13,6.1176,0,1,0.00,0.00,0.00,118.32,1,1,1,Private,Prof-specialty,United-States,51,Bachelors,13,Married-civ-spouse,Husband,Amer-Indian-Eskimo
408556777,NULL,27,66,2.4444,148.95,5.516667,10,6.4287,0,1,0.00,0.00,148.95,0.00,1,0,0,Private,Exec-managerial,United-States,42,Some-college,10,Widowed,Not-in-family,Amer-Indian-Eskimo
409471879,NULL,210,675,3.2143,1807.56,8.607429,7,24.5070,29,1,421.40,0.00,455.39,930.77,1,1,1,Private,Adm-clerical,United-States,60,11th,7,Married-civ-spouse,Husband,White
409826251,NULL,22,27,1.2273,97.05,4.411364,11,6.3690,0,1,0.00,97.05,0.00,0.00,1,1,1,Private,Craft-repair,United-States,38,Assoc-voc,11,Married-civ-spouse,Husband,White
410690752,NULL,135,740,5.4815,1769.39,13.106593,9,25.8525,18,1,0.00,510.32,817.68,441.39,1,1,1,Private,Craft-repair,United-States,47,HS-grad,9,Married-civ-spouse,Husband,White
411492314,Wholesaler,48,154,3.2083,374.17,7.795208,13,20.7984,8,1,0.00,0.00,0.00,374.17,1,1,1,Private,Prof-specialty,United-States,30,Bachelors,13,Married-civ-spouse,Husband,White
412798169,NULL,10,38,3.8000,172.24,17.224000,6,1.8180,0,1,0.00,172.24,0.00,0.00,1,1,1,Private,Craft-repair,United-States,33,10th,6,Married-civ-spouse,Husband,White
414304512,Wholesaler,2,311,155.5000,87.53,43.765000,9,0.3272,12,1,-2.95,0.00,0.00,90.48,1,0,0,Private,Sales,United-States,55,HS-grad,9,Divorced,Unmarried,Black
414580009,NULL,43,120,2.7907,420.92,9.788837,4,2.7735,22,1,10.21,236.46,0.00,174.25,1,1,1,Self-emp-not-inc,Craft-repair,United-States,62,7th-8th,4,Married-civ-spouse,Husband,White
414849728,NULL,1,-6,-6.0000,-17.70,-17.700000,1,0.0417,0,0,-17.70,0.00,0.00,0.00,1,0,0,Private,Other-service,Laos,24,Preschool,1,Never-married,Not-in-family,Asian-Pac-Islander
416199760,NULL,3,7,2.3333,36.25,12.083333,11,1.3200,0,1,0.00,0.00,0.00,36.25,1,0,0,Private,Adm-clerical,United-States,25,Assoc-voc,11,Never-married,Not-in-family,White
418357036,Wholesaler,2,-4,-2.0000,-5.80,-2.900000,13,0.5778,0,0,0.00,0.00,0.00,-5.80,0,0,1,Private,Prof-specialty,Philippines,45,Bachelors,13,Married-civ-spouse,Wife,Asian-Pac-Islander
418455707,NULL,164,390,2.3780,1110.79,6.773110,13,88.8388,0,1,0.00,0.00,0.00,1110.79,1,1,0,Private,Prof-specialty,United-States,24,Bachelors,13,Never-married,Own-child,White
420354254,NULL,178,375,2.1067,803.02,4.511348,10,80.9010,21,1,0.00,109.96,321.94,371.12,1,1,0,Private,Prof-specialty,United-States,22,Some-college,10,Never-married,Own-child,White
424776575,NULL,234,605,2.5855,1075.01,4.594060,9,87.7500,22,1,572.12,0.00,0.00,502.89,1,1,1,Private,Sales,United-States,24,HS-grad,9,Married-civ-spouse,Husband,White
426120369,NULL,22,368,16.7273,290.22,13.191818,13,10.2146,23,1,166.93,0.00,0.00,123.29,1,1,0,Local-gov,Prof-specialty,United-States,28,Bachelors,13,Divorced,Not-in-family,White
427340563,NULL,42,180,4.2857,425.03,10.119762,13,11.3736,0,1,0.00,0.00,425.03,0.00,1,0,0,Private,Other-service,United-States,48,Bachelors,13,Widowed,Unmarried,White
427341020,NULL,55,439,7.9818,512.24,9.313455,9,11.7865,0,1,0.00,512.24,0.00,0.00,1,1,0,Private,Handlers-cleaners,United-States,42,HS-grad,9,Divorced,Unmarried,White
427513319,NULL,17,72,4.2353,272.04,16.002353,12,7.5548,1,1,0.00,-25.50,297.54,0.00,1,0,0,Private,Sales,United-States,27,Assoc-acdm,12,Never-married,Not-in-family,White
428282973,NULL,6,27,4.5000,63.30,10.550000,10,3.0000,0,1,63.30,0.00,0.00,0.00,1,0,0,Private,Exec-managerial,United-States,20,Some-college,10,Never-married,Own-child,White
434271138,NULL,5,211,42.2000,1117.90,223.580000,9,1.8000,25,1,0.00,0.00,1117.90,0.00,1,1,0,Private,Machine-op-inspct,United-States,25,HS-grad,9,Never-married,Not-in-family,White
434353116,NULL,22,85,3.8636,209.67,9.530455,6,7.7638,0,1,0.00,0.00,209.67,0.00,1,1,0,Private,Prof-specialty,United-States,17,10th,6,Never-married,Own-child,White
436011862,NULL,110,442,4.0182,831.30,7.557273,9,21.0650,20,1,293.17,748.54,-210.41,0.00,1,1,1,Private,Craft-repair,United-States,47,HS-grad,9,Married-civ-spouse,Husband,White
436190017,NULL,22,78,3.5455,258.18,11.735455,14,7.1632,0,1,0.00,0.00,0.00,258.18,1,0,1,Private,Exec-managerial,United-States,43,Masters,14,Married-civ-spouse,Wife,White
437408452,NULL,34,112,3.2941,492.50,14.485294,9,7.1162,22,1,0.00,183.15,0.00,309.35,1,1,1,Self-emp-not-inc,Craft-repair,United-States,43,HS-grad,9,Married-civ-spouse,Husband,White
438913654,NULL,17,66,3.8824,296.15,17.420588,5,4.9997,1,1,0.00,0.00,296.15,0.00,1,0,0,Private,Sales,Mexico,17,9th,5,Never-married,Other-relative,Other
442320856,Wholesaler,84,277,3.2976,880.25,10.479167,10,33.6000,28,1,0.00,0.00,366.64,513.61,1,0,0,Private,Priv-house-serv,El-Salvador,25,Some-college,10,Separated,Other-relative,White
443287918,Wholesaler,6,2046,341.0000,752.80,125.466667,9,1.0002,19,1,0.00,572.80,0.00,180.00,1,0,1,Private,Exec-managerial,United-States,54,HS-grad,9,Married-spouse-absent,Not-in-family,White
443910379,NULL,89,654,7.3483,1034.60,11.624719,14,27.6879,27,1,98.50,802.65,0.00,133.45,1,0,0,Private,Prof-specialty,United-States,45,Masters,14,Never-married,Not-in-family,White
444012993,NULL,13,42,3.2308,158.95,12.226923,13,4.5682,0,1,158.95,0.00,0.00,0.00,1,1,0,Private,Craft-repair,United-States,37,Bachelors,13,Never-married,Not-in-family,White
446140481,Wholesaler,32,49,1.5313,152.89,4.777813,9,13.7152,5,1,0.00,0.00,0.00,152.89,1,0,0,Private,Handlers-cleaners,United-States,21,HS-grad,9,Never-married,Own-child,White
446506981,NULL,485,1025,2.1222,2145.41,4.441843,9,117.9520,24,1,248.99,926.42,317.40,652.60,1,0,0,Private,Prof-specialty,United-States,37,HS-grad,9,Never-married,Unmarried,White
447254387,NULL,3,6,2.0000,-38290.80,-12763.600000,5,0.3570,0,0,0.00,-38290.80,0.00,0.00,1,1,1,Private,Transport-moving,United-States,42,9th,5,Married-civ-spouse,Husband,White
448188836,NULL,244,514,2.1066,1478.84,6.060820,10,90.3776,27,1,147.69,337.18,574.68,419.29,1,0,1,Private,Exec-managerial,United-States,27,Some-college,10,Married-civ-spouse,Wife,White
448374782,NULL,41,81,1.9756,170.93,4.169024,13,13.6653,12,1,142.68,24.05,0.00,4.20,1,1,1,Private,Prof-specialty,United-States,39,Bachelors,13,Married-civ-spouse,Husband,White
448871679,NULL,261,550,2.1073,1256.84,4.815479,9,61.8048,24,1,397.97,358.74,210.10,290.03,1,0,0,Private,Other-service,United-States,38,HS-grad,9,Divorced,Unmarried,Black
450283543,NULL,5,-244,-48.8000,-1192.20,-238.440000,10,0.9615,0,0,0.00,0.00,0.00,-1192.20,0,1,0,Self-emp-not-inc,Craft-repair,United-States,52,Some-college,10,Widowed,Not-in-family,Black
451626002,NULL,187,536,2.8663,1748.37,9.349572,9,46.7500,25,1,520.25,212.33,250.90,764.89,1,1,0,Private,Transport-moving,United-States,36,HS-grad,9,Never-married,Other-relative,White
454538056,Wholesaler,55,145,2.6364,695.91,12.652909,9,24.7500,18,1,0.00,0.00,710.81,-14.90,0,1,0,State-gov,Transport-moving,United-States,20,HS-grad,9,Never-married,Own-child,White
455066969,NULL,75,1,0.0133,226.81,3.024133,10,39.4725,22,1,449.46,118.42,64.41,-405.48,0,0,0,Private,Prof-specialty,United-States,19,Some-college,10,Never-married,Own-child,Asian-Pac-Islander
457801076,NULL,92,302,3.2826,929.66,10.105000,12,28.3084,22,1,0.00,344.12,-29.75,615.29,1,1,0,Local-gov,Transport-moving,United-States,39,Assoc-acdm,12,Never-married,Not-in-family,White
458504357,Wholesaler,104,274,2.6346,530.77,5.103558,11,42.3696,20,1,333.90,-0.84,90.26,107.45,1,1,0,Private,Handlers-cleaners,United-States,27,Assoc-voc,11,Never-married,Not-in-family,White
459027763,NULL,27,64,2.3704,254.02,9.408148,9,8.9991,16,1,0.00,140.45,113.57,0.00,1,1,0,Private,Craft-repair,United-States,27,HS-grad,9,Never-married,Own-child,Black
460607057,NULL,202,835,4.1337,1514.10,7.495545,15,54.1158,29,1,227.40,500.35,306.57,479.78,1,0,0,Self-emp-not-inc,Prof-specialty,United-States,56,Prof-school,15,Divorced,Not-in-family,White
460739214,Wholesaler,90,581,6.4556,1010.89,11.232111,10,20.9340,22,1,372.59,0.00,374.51,263.79,1,1,1,Private,Prof-specialty,United-States,43,Some-college,10,Married-civ-spouse,Husband,White
462246146,NULL,13,45,3.4615,104.64,8.049231,9,5.0869,0,1,0.00,104.64,0.00,0.00,1,1,0,Private,Other-service,United-States,23,HS-grad,9,Separated,Other-relative,White
462462470,Wholesaler,390,1555,3.9872,3005.24,7.705744,4,74.2950,30,1,594.11,496.44,1253.12,661.57,1,1,0,Self-emp-not-inc,Craft-repair,United-States,21,7th-8th,4,Never-married,Not-in-family,White
463471389,NULL,9,29,3.2222,122.55,13.616667,14,3.7062,0,1,0.00,0.00,0.00,122.55,1,1,1,Private,Prof-specialty,India,34,Masters,14,Married-civ-spouse,Husband,Asian-Pac-Islander
463842098,Wholesaler,113,390,3.4513,1316.46,11.650088,9,22.1141,14,1,864.32,0.00,0.00,452.14,1,1,1,Private,Other-service,United-States,46,HS-grad,9,Married-civ-spouse,Husband,White
464485776,NULL,39,99,2.5385,280.09,7.181795,10,11.8170,0,1,0.00,0.00,0.00,280.09,1,1,1,Self-emp-not-inc,Sales,United-States,33,Some-college,10,Married-civ-spouse,Husband,White
466983358,Wholesaler,516,1345,2.6066,2652.08,5.139690,13,268.3200,21,1,403.68,291.76,667.59,1289.05,1,0,0,Private,Sales,United-States,25,Bachelors,13,Never-married,Not-in-family,White
467796371,NULL,22,117,5.3182,214.75,9.761364,10,3.9292,23,1,0.00,0.00,223.60,-8.85,0,0,0,Private,Exec-managerial,United-States,56,Some-college,10,Divorced,Not-in-family,White
468119704,NULL,22,44,2.0000,181.80,8.263636,9,4.8290,27,1,0.00,0.00,181.80,0.00,1,1,0,Private,Adm-clerical,United-States,41,HS-grad,9,Never-married,Own-child,White
469610430,NULL,2,6,3.0000,9.50,4.750000,14,0.5958,0,1,0.00,0.00,9.50,0.00,1,1,1,Local-gov,Exec-managerial,United-States,47,Masters,14,Married-civ-spouse,Husband,White
469917459,NULL,35,159,4.5429,499.00,14.257143,4,2.6425,2,1,355.40,0.00,0.00,143.60,1,0,0,Private,Other-service,United-States,53,7th-8th,4,Never-married,Own-child,White
470636670,NULL,362,728,2.0110,1504.23,4.155331,3,32.9058,4,1,293.04,288.35,705.76,217.08,1,1,1,Private,Craft-repair,El-Salvador,33,5th-6th,3,Married-spouse-absent,Other-relative,White
472366214,NULL,2,9,4.5000,25.70,12.850000,9,0.3750,0,1,0.00,0.00,0.00,25.70,1,1,1,Private,Craft-repair,United-States,48,HS-grad,9,Married-civ-spouse,Husband,White
472410307,Wholesaler,20,82,4.1000,232.62,11.631000,9,2.6860,0,1,0.00,0.00,0.00,232.62,1,1,1,Private,Prof-specialty,United-States,67,HS-grad,9,Married-civ-spouse,Husband,Black
474061736,NULL,129,390,3.0233,1811.77,14.044729,10,49.6134,8,1,672.14,0.00,621.56,518.07,1,1,1,Private,Handlers-cleaners,United-States,26,Some-college,10,Married-civ-spouse,Husband,White
475701756,NULL,25,109,4.3600,338.30,13.532000,7,7.2925,22,1,0.00,0.00,0.00,338.30,1,1,0,Private,Craft-repair,Jamaica,24,11th,7,Never-married,Not-in-family,Black
476612791,NULL,26,81,3.1154,273.67,10.525769,12,8.9154,1,1,0.00,168.59,0.00,105.08,1,1,0,Private,Transport-moving,Jamaica,35,Assoc-acdm,12,Never-married,Not-in-family,Black
476936163,NULL,70,4917,70.2429,1655.34,23.647714,14,18.4940,10,1,726.86,0.00,928.48,0.00,1,1,1,Private,Exec-managerial,United-States,53,Masters,14,Married-civ-spouse,Husband,White
477126739,NULL,63,126,2.0000,209.09,3.318889,9,12.8835,0,1,0.00,0.00,209.09,0.00,1,1,0,Private,Other-service,Haiti,44,HS-grad,9,Never-married,Not-in-family,Black
477785890,NULL,15,49,3.2667,212.75,14.183333,9,2.8725,5,1,113.55,99.20,0.00,0.00,1,0,0,Private,Adm-clerical,United-States,47,HS-grad,9,Divorced,Not-in-family,White
477989864,NULL,30,777,25.9000,535.57,17.852333,9,6.1350,10,1,64.55,0.00,0.00,471.02,1,0,0,Private,Adm-clerical,United-States,44,HS-grad,9,Divorced,Not-in-family,White
479826605,NULL,756,1330,1.7593,2042.59,2.701839,11,145.9080,25,1,308.55,506.09,263.09,964.86,1,1,1,Private,Exec-managerial,United-States,57,Assoc-voc,11,Married-civ-spouse,Husband,White
